valid_miles,transport_type,weight,pickup_date,origin_kma,destination_kma,predicted_rate
635.0175,GJROY,39950.0,2022-09-26 22:42:00,RMBXT,MJGXM,4.868263757985565
288.318,MKPFX,41518.45,2022-09-26 22:42:00,QUERU,TVZUE,5.641961026157217
347.8857,GJROY,39950.0,2022-09-26 22:42:00,ZSZDM,OKWUS,5.375687453392504
231.892,MKPFX,40953.2,2022-09-26 22:42:00,DNDBK,UKWZA,4.384557055053613
1138.624,MKPFX,23656.55,2022-09-26 22:42:00,BFTJT,QGIHN,4.096695888799347
1275.061,GJROY,40027.9,2022-09-26 23:42:00,VCEUE,AWWEE,2.5719734640891696
67.7671,MKPFX,23800.0,2022-09-26 23:42:00,AWWEE,HRQLD,15.897170331762391
166.0142,MKPFX,30804.35,2022-09-26 23:42:00,OIANS,ZSZDM,7.980809801500574
308.165,GJROY,31747.7,2022-09-26 23:57:00,KMMBI,AWWEE,4.312873609577696
636.397,MKPFX,28550.0,2022-09-27 00:42:00,NTODX,OKWUS,6.665946718155177
347.8857,GJROY,39950.0,2022-09-27 00:42:00,ZSZDM,OKWUS,5.4287669826612905
385.417,MKPFX,33511.85,2022-09-27 00:42:00,DNDBK,KWGZQ,3.4842630690702414
296.684,MKPFX,23800.0,2022-09-27 01:27:00,OMUOI,MJGXM,4.541562036589667
406.9995,MKPFX,15250.0,2022-09-27 01:42:00,QWBPO,MJJOV,3.436210533207218
406.9995,MKPFX,15250.0,2022-09-27 01:42:00,QWBPO,MJJOV,3.436210533207218
636.397,MKPFX,38050.0,2022-09-27 01:42:00,NTODX,OKWUS,6.56182827786831
289.831,MKPFX,35200.0,2022-09-27 01:42:00,JESUD,QWBPO,7.779740431937153
2044.9109,MKPFX,11450.0,2022-09-27 02:12:00,XNCMK,GLVAR,2.875390862313157
238.6026,MKPFX,6053.563,2022-09-27 03:42:00,MJGXM,NPCXM,4.170298620316531
214.537,MKPFX,14168.9,2022-09-27 03:42:00,VCEUE,OMSVL,3.926200320585007
368.329,MKPFX,14880.45,2022-09-27 03:42:00,VCEUE,EQJKI,2.139347538436022
319.913,MKPFX,14890.9,2022-09-27 03:42:00,MJJOV,UXLVW,3.937102367436958
242.928,MKPFX,14494.75,2022-09-27 03:42:00,VCEUE,EQJKI,3.4599374819191024
432.32,MKPFX,14132.8,2022-09-27 03:42:00,VCEUE,IAZJQ,1.815132815537304
366.282,MKPFX,14789.25,2022-09-27 03:42:00,VCEUE,IAZJQ,2.1699444125808114
556.119,MKPFX,15800.05,2022-09-27 03:42:00,VCEUE,GKKOS,2.0575578170608537
347.681,MKPFX,15190.15,2022-09-27 03:42:00,MJJOV,UXLVW,3.8517830184017736
483.406,MKPFX,14775.95,2022-09-27 03:42:00,RPJIS,GLLFQ,2.57879616622428
483.406,MKPFX,13749.95,2022-09-27 03:42:00,RPJIS,GLLFQ,2.5718875916684114
281.732,MKPFX,14383.6,2022-09-27 03:42:00,VRVHM,HECXW,4.8682875987644305
218.809,MKPFX,14224.95,2022-09-27 03:42:00,OMUOI,FNCRU,3.9468971663170125
323.384,MKPFX,14546.05,2022-09-27 03:42:00,HRQLD,HTFOW,5.280523632729565
121.888,MKPFX,12587.15,2022-09-27 03:42:00,OMUOI,TVZUE,6.38327376906921
483.406,MKPFX,17145.25,2022-09-27 03:42:00,RPJIS,GLLFQ,2.5982655536110215
483.406,MKPFX,19498.4,2022-09-27 03:42:00,RPJIS,GLLFQ,2.613834096158052
34.846,MKPFX,17254.5,2022-09-27 03:42:00,OQOLJ,QUERU,19.43440675075433
260.194,MKPFX,13199.9,2022-09-27 03:42:00,NTODX,GRIOF,7.308264584037325
189.261,MKPFX,33782.6,2022-09-27 03:42:00,HRQLD,RONUZ,6.547508842425128
260.194,MKPFX,12096.95,2022-09-27 03:42:00,NTODX,GRIOF,7.298277623784887
124.202,MKPFX,14501.4,2022-09-27 03:42:00,OMUOI,YFPKE,6.144357710256139
117.705,MKPFX,11216.3,2022-09-27 03:42:00,EEEAA,NTODX,6.94837616316699
343.409,MKPFX,13918.1,2022-09-27 03:43:00,MJGXM,RCDSS,3.080482156671823
326.41,MKPFX,14091.95,2022-09-27 03:43:00,MJGXM,RCDSS,3.0978527620269958
210.71,MKPFX,13809.8,2022-09-27 03:43:00,MJGXM,NMNUX,4.462986315117193
158.111,MKPFX,13363.3,2022-09-27 03:43:00,MJGXM,HHUHT,5.527755335703688
199.496,MKPFX,13203.7,2022-09-27 03:43:00,MJGXM,HHUHT,4.9043731082785325
175.199,MKPFX,13219.85,2022-09-27 03:43:00,XNCMK,EKGTE,5.096402648912033
785.65,GJROY,41850.0,2022-09-27 04:42:00,NTODX,VCEUE,4.796183436294896
263.0687,MKPFX,40900.0,2022-09-27 04:42:00,OKWUS,YFPKE,6.139262366487469
544.905,MKPFX,6555.6,2022-09-27 05:42:00,CBZDP,NTODX,3.169181400792075
339.404,MKPFX,14638.2,2022-09-27 06:54:10,VCEUE,PKGHG,3.646462896256024
114.1005,MKPFX,23800.0,2022-09-27 07:42:00,ZYKLC,OIANS,10.331068448448278
231.002,MKPFX,15125.55,2022-09-27 07:43:38,VCEUE,OUHDS,5.138178591167025
230.824,MKPFX,9828.35,2022-09-27 08:01:41,VCEUE,DNDBK,3.8979865082222336
232.515,MKPFX,13836.4,2022-09-27 08:29:56,VCEUE,OMSVL,3.7753901922565096
136.5908,MKPFX,17150.0,2022-09-27 08:41:00,OQOLJ,QUERU,7.022190669917039
394.05,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,LHDSM,7.462807366148261
440.7661,MKPFX,7882.75,2022-09-27 08:42:00,IZYJN,FPZNC,4.862023985611072
789.7173,MKPFX,37100.0,2022-09-27 08:42:00,MJJOV,PEXPT,6.6319398506706815
785.5432,MKPFX,37100.0,2022-09-27 08:42:00,PEXPT,MJJOV,3.4997925276124056
789.7173,MKPFX,37100.0,2022-09-27 08:42:00,MJJOV,PEXPT,6.6319398506706815
789.7173,MKPFX,37100.0,2022-09-27 08:42:00,MJJOV,PEXPT,6.6319398506706815
394.05,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,LHDSM,7.462807366148261
785.5432,MKPFX,37100.0,2022-09-27 08:42:00,PEXPT,MJJOV,3.4997925276124056
546.774,MKPFX,41850.0,2022-09-27 08:42:00,XNCMK,VCEUE,5.08884537709109
208.9745,MKPFX,33300.0,2022-09-27 08:42:00,HRQLD,RONUZ,6.781147360076812
542.2261,MKPFX,23337.35,2022-09-27 08:42:00,QCLHO,GFKMC,3.655263786619951
473.4469,MKPFX,12203.35,2022-09-27 08:42:00,RCDSS,GFSKU,5.489859652781627
1076.3151,MKPFX,22802.5,2022-09-27 08:42:00,DLGVW,CXAKM,5.083332730461101
640.3931,MKPFX,41850.0,2022-09-27 08:42:00,XNCMK,IZYJN,5.526033614148243
623.225,MKPFX,6568.9,2022-09-27 08:42:00,OQOLJ,NTODX,4.117329551689332
892.4589,GJROY,38050.0,2022-09-27 08:42:00,PEXPT,LFUHN,5.990396498427662
785.5432,MKPFX,37100.0,2022-09-27 08:42:00,PEXPT,MJJOV,3.4997925276124056
849.2227,MKPFX,38050.0,2022-09-27 08:42:00,GFKMC,GVJCT,7.498521731965621
526.7846,MKPFX,12765.75,2022-09-27 08:42:00,AQUVM,GRIOF,4.082614769623187
359.9363,MKPFX,27421.4,2022-09-27 08:42:00,NFSLJ,BQMUZ,5.854791030882633
202.5754,MKPFX,10690.0,2022-09-27 08:42:00,UKWZA,DNDBK,5.451809332204515
208.6541,MKPFX,10690.0,2022-09-27 08:42:00,UKWZA,DNDBK,5.35088085166368
54.07,MKPFX,35200.0,2022-09-27 08:42:00,UOIXN,UOIXN,13.157845665923
473.4469,MKPFX,10489.55,2022-09-27 08:42:00,RCDSS,GFSKU,5.542091219277021
316.7802,MKPFX,11870.85,2022-09-27 08:42:00,RCDSS,FPZNC,5.685135997509109
744.9859,KFEGT,44415.0,2022-09-27 08:42:00,RCDSS,OQOLJ,6.511304488931607
1089.8697,MKPFX,12629.9,2022-09-27 08:42:00,WPEEG,QUERU,4.177393151210209
841.8446,MKPFX,30437.65,2022-09-27 08:42:00,QWBPO,VCEUE,4.499474133714491
559.3408,MKPFX,18442.0,2022-09-27 08:42:00,LKTOK,GRIOF,5.7801824810148625
763.0173,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,DNDBK,3.735126247448939
790.011,KFEGT,40425.0,2022-09-27 08:42:00,MJGXM,SZJLZ,4.2755866958627955
179.2307,KFEGT,41755.0,2022-09-27 08:42:00,CFBLH,YPKAJ,7.224240894362037
526.7846,MKPFX,12765.75,2022-09-27 08:42:00,AQUVM,GRIOF,4.082614769623187
526.7846,MKPFX,7436.25,2022-09-27 08:42:00,AQUVM,GRIOF,4.100530717488153
573.7499,MKPFX,39950.0,2022-09-27 08:42:00,PEXPT,HBILN,3.7102737089865987
278.2877,KFEGT,12210.95,2022-09-27 08:42:00,EJLNQ,OXDKT,5.90684464330616
135.238,MKPFX,41069.1,2022-09-27 08:42:00,NFSLJ,NTODX,5.53781410103622
174.5671,MKPFX,13379.45,2022-09-27 08:42:00,HHUHT,MJGXM,5.331602256112892
434.6429,MKPFX,40900.0,2022-09-27 08:42:00,NUTZC,NSBMC,5.818820818451941
366.816,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,OXDKT,5.006133716454546
393.7652,MKPFX,39950.0,2022-09-27 08:42:00,DUXGP,UKOGN,5.264049276969809
650.192,MKPFX,39950.0,2022-09-27 08:42:00,QGHCU,EKGTE,2.5999822295297825
668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9361216070695626
660.9877,MKPFX,17150.0,2022-09-27 08:42:00,IUNUS,HQWLT,5.6336140870926705
668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9361216070695626
117.616,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.433412183259641
668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9361216070695626
109.695,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.73583456204508
205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.066405797063933
650.192,MKPFX,39950.0,2022-09-27 08:42:00,QGHCU,EKGTE,2.5999822295297825
552.3721,MKPFX,39950.0,2022-09-27 08:42:00,IZYJN,RMBXT,5.244368827794064
885.508,GJROY,38050.0,2022-09-27 08:42:00,QUERU,UKOGN,6.119549224848571
976.9378,MKPFX,38634.25,2022-09-27 08:42:00,TXLFD,KMMBI,4.484353259820811
776.75,MKPFX,12820.85,2022-09-27 08:42:00,LMLEC,VCEUE,5.2809753852724235
194.245,MKPFX,33300.0,2022-09-27 08:42:00,NUTZC,RONUZ,4.653198665714073
453.947,MKPFX,20262.2,2022-09-27 08:42:00,QUERU,QWBPO,2.248996612087158
544.905,MKPFX,8676.95,2022-09-27 08:42:00,CBZDP,NTODX,3.167519372344476
1802.2881,MKPFX,8133.55,2022-09-27 08:42:00,OCJCF,TVZUE,4.980699547203482
748.715,MKPFX,39950.0,2022-09-27 08:42:00,LFUHN,EKGTE,2.043280158337872
748.715,MKPFX,39950.0,2022-09-27 08:42:00,LFUHN,EKGTE,2.043280158337872
843.7047,MKPFX,39950.0,2022-09-27 08:42:00,DNDBK,EKGTE,2.472757411063853
393.7652,MKPFX,39950.0,2022-09-27 08:42:00,DUXGP,UKOGN,5.264049276969809
285.9862,MKPFX,20682.1,2022-09-27 08:42:00,DUXGP,NPCXM,5.491701276301857
285.9862,MKPFX,20682.1,2022-09-27 08:42:00,DUXGP,NPCXM,5.491701276301857
366.1485,MKPFX,41047.25,2022-09-27 08:42:00,JESUD,QWBPO,7.1704745694946945
608.7269,MKPFX,14300.0,2022-09-27 08:42:00,KPOER,DNDBK,4.425993546393554
1205.196,MKPFX,40425.0,2022-09-27 08:42:00,OMSVL,YFPKE,4.313707041813199
823.564,MKPFX,40425.0,2022-09-27 08:42:00,OMSVL,DUXGP,5.674724640264805
538.2211,MKPFX,18853.35,2022-09-27 08:42:00,RMBXT,IZYJN,4.835184231602796
538.2211,MKPFX,39950.0,2022-09-27 08:42:00,RMBXT,IZYJN,4.938412769601246
133.4491,MKPFX,39950.0,2022-09-27 08:42:00,NTODX,HBILN,9.51122417946199
1020.3253,KFEGT,5370.0,2022-09-27 08:42:00,DNDBK,ZSLFG,4.648495595838358
313.2202,MKPFX,39950.0,2022-09-27 08:42:00,OUHDS,KWGZQ,5.245456715713661
2310.9231,GJROY,39950.0,2022-09-27 08:42:00,RONUZ,OQOLJ,5.3461812584280395
2310.9231,GJROY,39950.0,2022-09-27 08:42:00,RONUZ,OQOLJ,5.3461812584280395
327.1398,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,ZYKLC,8.649838236857724
1973.9869,GJROY,32654.95,2022-09-27 08:42:00,HTFOW,RJGHA,6.275349967113902
551.491,MKPFX,39950.0,2022-09-27 08:42:00,OKWUS,EKGTE,2.2158352383438644
434.6429,MKPFX,40900.0,2022-09-27 08:42:00,NUTZC,NSBMC,5.818820818451941
841.8446,MKPFX,30437.65,2022-09-27 08:42:00,QWBPO,VCEUE,4.499474133714491
559.3408,MKPFX,22248.65,2022-09-27 08:42:00,LKTOK,GRIOF,5.753166545043487
841.8446,MKPFX,30437.65,2022-09-27 08:42:00,QWBPO,VCEUE,4.499474133714491
636.7886,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,QGIHN,6.943508093626983
636.7886,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,QGIHN,6.943508093626983
703.9124,KFEGT,43275.0,2022-09-27 08:42:00,UKWZA,MJGXM,4.140752408102362
641.915,MKPFX,42800.0,2022-09-27 08:42:00,IZYJN,JESUD,3.298033049889213
429.472,MKPFX,20539.6,2022-09-27 08:42:00,QWBPO,CUZBH,5.035955788527543
2350.448,MKPFX,40040.25,2022-09-27 08:42:00,HRQLD,QUERU,5.478812698574708
207.5772,MKPFX,40476.3,2022-09-27 08:42:00,TXLFD,IUNUS,5.773504590109654
181.9897,KFEGT,45650.0,2022-09-27 08:42:00,NPCXM,CXAKM,7.642906101653614
2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.73943254181122
2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.73943254181122
2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.73943254181122
336.9476,MKPFX,19050.0,2022-09-27 08:42:00,EWHXH,NPCXM,4.785153027336773
336.9476,MKPFX,19050.0,2022-09-27 08:42:00,EWHXH,NPCXM,4.785153027336773
205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.066405797063933
536.9929,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,LFUHN,5.870890554089602
205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.066405797063933
694.87,MKPFX,10690.0,2022-09-27 08:42:00,UKWZA,ZSLFG,5.892376709360589
2420.2773,MKPFX,17777.0,2022-09-27 08:42:00,AWWEE,QUERU,4.955238733745757
341.2285,MKPFX,19778.65,2022-09-27 08:42:00,QWBPO,OQOLJ,7.759906242041271
95.366,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,12.787174303731204
1024.1789,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,OKPES,3.1353024011427557
1171.4294,MKPFX,10663.4,2022-09-27 08:42:00,NSBMC,VCEUE,5.090946545655711
145.473,GJROY,17150.0,2022-09-27 08:42:00,QGHCU,OIANS,10.658055951296845
806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.479213585743918
227.1661,MKPFX,41996.3,2022-09-27 08:42:00,QGHCU,ZSZDM,8.106849407178121
231.091,MKPFX,14300.0,2022-09-27 08:42:00,VFWTB,JESUD,4.242927491962668
514.3602,MKPFX,42325.0,2022-09-27 08:42:00,NPCXM,PEXPT,5.684068840805859
2512.072,MKPFX,11394.9,2022-09-27 08:42:00,QUERU,NUTZC,2.4632890245266137
377.5939,MKPFX,27638.0,2022-09-27 08:42:00,HRQLD,NUTZC,6.11141778785089
377.5939,MKPFX,27638.0,2022-09-27 08:42:00,HRQLD,NUTZC,6.11141778785089
806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.479213585743918
806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.479213585743918
806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.479213585743918
379.098,MKPFX,19050.0,2022-09-27 08:42:00,PNBXA,YPKAJ,4.255060237858958
715.7405,MKPFX,39950.0,2022-09-27 08:42:00,MJJOV,JHFLR,5.891331766932835
144.672,MKPFX,35200.0,2022-09-27 08:42:00,UOIXN,UXLVW,7.049529790212683
295.4113,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,ZSZDM,8.408588913013086
611.477,MKPFX,22194.5,2022-09-27 08:42:00,XNCMK,VCEUE,5.136241283417613
303.1899,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,DLGVW,5.650632871115376
543.036,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,DRRUD,4.2926056813856
1331.6205,KFEGT,43142.0,2022-09-27 08:42:00,XAYQS,TXLFD,3.9326164144506475
2477.1039,MKPFX,40623.55,2022-09-27 08:42:00,AQUVM,BKBAJ,3.5178562174768935
38.6196,MKPFX,33860.5,2022-09-27 08:42:00,AWWEE,AWWEE,19.068839024553412
1558.17,GJROY,38050.0,2022-09-27 08:42:00,QGHCU,ZSLFG,3.5366964173912168
432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.128134688073109
432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.128134688073109
432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.128134688073109
598.4207,MKPFX,20000.0,2022-09-27 08:42:00,MJGXM,GRIOF,3.8286277934400004
349.995,MKPFX,7118.0,2022-09-27 08:42:00,YXTDU,QUERU,8.115817303427473
396.987,GJROY,39950.0,2022-09-27 08:42:00,PEXPT,LHDSM,7.212400159529543
111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.451651298266393
111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.451651298266393
111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.451651298266393
521.7205,MKPFX,13427.9,2022-09-27 08:42:00,YXTDU,MJGXM,5.9915828770105275
422.6546,MKPFX,15660.4,2022-09-27 08:42:00,YXTDU,NPCXM,5.692569852228278
639.2361,MKPFX,12946.25,2022-09-27 08:42:00,DUXGP,QUERU,6.367614811680546
613.168,MKPFX,39950.0,2022-09-27 08:42:00,EKGTE,QGIHN,6.634809116035404
735.4362,MKPFX,20950.0,2022-09-27 08:42:00,QUERU,MJGXM,3.7905230991456147
698.4478,KFEGT,43560.0,2022-09-27 08:42:00,MJGXM,VKUUR,4.274487005002651
453.947,MKPFX,10148.5,2022-09-27 08:42:00,QWBPO,QUERU,6.421920638548187
2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.016130644780515
789.7173,MKPFX,37100.0,2022-09-27 08:42:00,MJJOV,PEXPT,6.6319398506706815
2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.016130644780515
491.327,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,UKWZA,4.655680927192846
491.327,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,UKWZA,4.655680927192846
682.143,MKPFX,42099.85,2022-09-27 08:42:00,LFUHN,VJBFX,2.548988043398965
682.143,MKPFX,41628.65,2022-09-27 08:42:00,LFUHN,VJBFX,2.549700517961285
523.0555,MKPFX,42377.25,2022-09-27 08:42:00,LFUHN,FKQGG,2.413813889126425
1769.0911,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,AWWEE,2.834976837053338
1520.514,MKPFX,11244.8,2022-09-27 08:42:00,NTODX,NSBMC,3.932183634476991
1451.281,MKPFX,33254.4,2022-09-27 08:42:00,OUHDS,YFPKE,2.4428270188374546
723.528,MKPFX,42331.65,2022-09-27 08:42:00,LFUHN,RCDSS,1.963076044076935
46.3537,MKPFX,42800.0,2022-09-27 08:42:00,LHDSM,LHDSM,11.002019945453357
1752.7507,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,AWWEE,2.8601529449367913
532.712,MKPFX,40042.15,2022-09-27 08:42:00,FPZNC,OMUOI,5.772618572618813
419.2726,MKPFX,38544.0,2022-09-27 08:42:00,DNDBK,IAZJQ,2.1796264767208497
1784.1765,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,WMWKO,3.0287833493383065
2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.016130644780515
1133.3374,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,LFUHN,5.615700470340487
1240.6803,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,URQTI,5.33476465341589
1200.8885,MKPFX,35916.3,2022-09-27 08:42:00,OUHDS,NPCXM,2.589490158434363
241.86,MKPFX,14374.1,2022-09-27 08:43:16,VCEUE,OMSVL,3.641439498036174
238.5581,MKPFX,14070.1,2022-09-27 08:45:27,VCEUE,OMSVL,3.698282389471629
455.46,MKPFX,11450.0,2022-09-27 10:42:00,RUEXZ,KWGZQ,6.924028658236539
254.409,MKPFX,28342.9,2022-09-27 10:42:00,NTQBJ,NTODX,3.7086702688887527
544.905,MKPFX,5599.9,2022-09-27 10:42:00,CBZDP,NTODX,3.197367865689296
38.3882,MKPFX,39016.1129,2022-09-27 10:57:00,QGHCU,PEXPT,16.760979631919028
186.413,MKPFX,14503.3,2022-09-27 11:42:00,VRVHM,HECXW,6.459410755279064
1205.1693,MKPFX,11104.238,2022-09-27 11:42:00,IZYJN,DNDBK,2.8748643724705722
162.116,MKPFX,39067.45,2022-09-27 11:42:00,FPZNC,NTODX,5.113307259695683
34.846,MKPFX,23059.0,2022-09-27 11:42:00,OQOLJ,QUERU,18.570137081379947
85.7629,MKPFX,7471.4,2022-09-27 11:42:00,OQOLJ,QUERU,7.864470266830861
188.015,MKPFX,30355.0,2022-09-27 11:42:00,SZJLZ,NTODX,4.879576280900025
256.7586,MKPFX,19278.2858,2022-09-27 12:12:00,XNCMK,MJJOV,5.188904767631087
1248.8415,MKPFX,17459.3381,2022-09-27 12:42:00,HRQLD,UKWZA,6.635819520306664
556.6619,MKPFX,4917.8,2022-09-27 12:42:00,GKKOS,VCEUE,4.187268484099869
146.363,MKPFX,29516.15,2022-09-27 12:42:00,RJGHA,QUERU,6.833826036539441
113.255,MKPFX,23267.05,2022-09-27 12:42:00,OKWUS,QUERU,6.4250938878412285
108.894,MKPFX,28373.3,2022-09-27 12:42:00,OKWUS,QUERU,7.146332835177006
107.737,MKPFX,8643.7,2022-09-27 12:42:00,GFKMC,NTODX,6.03253740278204
262.0452,MKPFX,9812.2,2022-09-27 12:42:00,ZSZDM,QUERU,3.277498767321248
397.432,MKPFX,14009.3,2022-09-27 13:42:00,VCEUE,OUHDS,5.446687519506003
156.242,MKPFX,39828.4,2022-09-27 13:42:00,NHDWT,NTODX,5.821727034715679
233.85,MKPFX,14858.6,2022-09-27 13:42:00,VRVHM,HECXW,4.525458045021537
275.68,MKPFX,14075.8,2022-09-27 13:42:00,VRVHM,VJBFX,4.685589793225558
332.284,MKPFX,13634.05,2022-09-27 13:42:00,VCEUE,PKGHG,4.314480424605482
186.413,MKPFX,14723.7,2022-09-27 13:42:00,NUTZC,QAHLZ,6.486162216136533
310.3455,MKPFX,15271.85,2022-09-27 13:42:00,VCEUE,VJBFX,6.795435586974824
286.36,MKPFX,14998.25,2022-09-27 13:42:00,VCEUE,KWGZQ,5.715132559396656
199.407,MKPFX,11190.65,2022-09-27 13:42:00,LMLEC,NTODX,6.415340470983493
107.737,MKPFX,12464.6,2022-09-27 13:42:00,GFKMC,NTODX,6.514730821133766
372.3874,MKPFX,14642.0,2022-09-27 13:42:00,HRQLD,NUTZC,5.8469824933322325
306.919,MKPFX,14293.35,2022-09-27 13:42:00,VCEUE,OUHDS,4.895588917132676
260.194,MKPFX,14161.3,2022-09-27 14:12:00,GRIOF,NTODX,4.431875677698381
291.077,MKPFX,15071.5522,2022-09-27 14:42:00,IZYJN,QWBPO,6.832121555560852
303.804,MKPFX,14707.55,2022-09-27 14:42:00,HRQLD,KMMBI,5.038183726514102
288.14,MKPFX,32069.75,2022-09-27 14:42:00,JHFLR,QUERU,5.789723658146743
258.681,MKPFX,15213.9,2022-09-27 14:42:00,SQSHO,NTODX,4.426298541002357
254.409,MKPFX,21403.15,2022-09-27 14:42:00,NTQBJ,NTODX,3.939322496278991
107.737,MKPFX,12709.7,2022-09-27 14:42:00,GFKMC,NTODX,6.682327497046936
77.299,MKPFX,5412.75,2022-09-27 14:42:00,QGHCU,QUERU,8.415012287981554
70.268,MKPFX,15203.45,2022-09-27 14:42:00,QGHCU,QUERU,9.604046846862353
162.116,MKPFX,5335.8,2022-09-27 15:42:00,FPZNC,NTODX,5.550049637646863
447.1296,MKPFX,42800.0,2022-09-27 15:42:00,JESUD,PNBXA,7.70554712603254
1010.731,MKPFX,9550.0,2022-09-27 15:42:00,HRQLD,NNJFK,5.974523100904047
156.242,MKPFX,17980.3,2022-09-27 15:42:00,NHDWT,NTODX,5.774911853333192
223.882,MKPFX,33013.1,2022-09-27 15:42:00,NTQBJ,NTODX,4.187270151259118
70.268,MKPFX,14707.55,2022-09-27 15:42:00,QGHCU,QUERU,9.685338062037228
269.717,MKPFX,13763.25,2022-09-27 15:42:00,HRQLD,KMMBI,5.468675493990825
315.73,MKPFX,13961.8,2022-09-27 15:42:00,VCEUE,OUHDS,4.892198174198677
107.737,MKPFX,12521.6,2022-09-27 16:12:00,GFKMC,NTODX,6.881386975921549
162.116,MKPFX,6239.25,2022-09-27 16:42:00,FPZNC,NTODX,5.554906433958973
313.3982,MKPFX,10104.8,2022-09-27 16:42:00,QGHCU,PNBXA,4.95151086829292
313.3982,MKPFX,11457.2196,2022-09-27 16:42:00,QGHCU,PNBXA,4.911688682673665
156.242,MKPFX,31486.45,2022-09-27 16:42:00,NHDWT,NTODX,5.787816657121248
259.126,MKPFX,14283.85,2022-09-27 16:42:00,CTJQI,NTODX,4.511915894174832
275.413,MKPFX,13733.8,2022-09-27 16:42:00,HRQLD,KMMBI,5.416293796408023
385.239,MKPFX,14828.2,2022-09-27 16:42:00,HRQLD,OCJCF,4.766760133564924
302.38,MKPFX,15107.5,2022-09-27 16:42:00,HRQLD,KMMBI,5.1753645341572945
1524.0385,MKPFX,23800.0,2022-09-27 16:42:00,KMMBI,KPOER,4.516087531057239
70.268,MKPFX,15438.1,2022-09-27 16:42:00,QGHCU,QUERU,9.81333034907841
223.882,MKPFX,21676.75,2022-09-27 16:42:00,NTQBJ,NTODX,4.177482779368491
392.003,MKPFX,18583.9006,2022-09-27 16:42:00,QUERU,QWBPO,3.7147461159317348
164.341,MKPFX,20854.05,2022-09-27 16:42:00,FPZNC,NTODX,5.368660477530826
107.737,MKPFX,10752.7,2022-09-27 16:42:00,GFKMC,NTODX,6.888030536086009
625.1207,MKPFX,6757.2848,2022-09-27 16:42:00,UKWZA,MJJOV,3.4893174719763023
455.46,MKPFX,11668.5,2022-09-27 16:42:00,RUEXZ,KWGZQ,6.968099349387552
352.487,MKPFX,5885.85,2022-09-27 16:42:00,YFPKE,MJGXM,4.255878554283905
724.4625,MKPFX,39950.0,2022-09-27 16:42:00,JESUD,FKQGG,5.857007367164384
